346292.90078261,4069657.80341918
346292.86073248,4069657.86869259
346292.80476467,4069657.91779050
346292.74403506,4069657.95865067
346292.67468397,4069658.00835932
346292.61053675,4069658.05778938
346292.56476323,4069658.11928150
346292.52167436,4069658.18109525
346292.46705885,4069658.23090870
346292.41669227,4069658.28526982
346292.36963871,4069658.34179092
346292.33766247,4069658.40913864
346292.27978811,4069658.46807401
346292.23561694,4069658.51936423
346292.16582951,4069658.56963563
346292.09411370,4069658.61198823
346292.03054591,4069658.66880647
346291.96117913,4069658.72591401
346291.91273574,4069658.77136221
346291.85895395,4069658.82615472
346291.81390104,4069658.88633913
346291.74509944,4069658.94177182
346291.69826879,4069659.01068156
346291.62352182,4069659.05826773
346291.56023734,4069659.10601758
346291.51459930,4069659.16676741
346291.45730915,4069659.21681396
346291.40260144,4069659.26977348
346291.34980880,4069659.32991218
346291.29381866,4069659.38603919
346291.24100273,4069659.44488356
346291.18582301,4069659.50469528
346291.15010075,4069659.57063068
346291.09672443,4069659.61487289
346291.04388523,4069659.67242293
346290.99011010,4069659.72758525
346290.91345712,4069659.76022355
346290.86821125,4069659.80968346
346290.81547092,4069659.86445724
346290.75319555,4069659.91866272
346290.69901974,4069659.96809834
346290.65104599,4069660.01483286
346290.59447977,4069660.06375659
346290.56367099,4069660.10500324
346290.52914185,4069660.13799341
346290.49850181,4069660.18034681
346290.45936723,4069660.21378977
346290.45216409,4069660.25183721
346290.41744624,4069660.28261119
346290.37711813,4069660.31589065
346290.34529837,4069660.33403487
346290.31776175,4069660.36689921
346290.30259264,4069660.39232739
346290.28160459,4069660.41693545
346290.26228969,4069660.44354802
346290.24540086,4069660.46438302
346290.22472368,4069660.48972535
346290.20631713,4069660.50892297
346290.18389361,4069660.52819287
346290.15243701,4069660.54170642
346290.14488453,4069660.56033881
346290.13189956,4069660.57481476
346290.12078309,4069660.59388121
346290.10369464,4069660.60362190
346290.08047639,4069660.61180820
346290.06946877,4069660.62865311
346290.05730659,4069660.63922999
346290.03506658,4069660.64388435
346290.01577309,4069660.65514444
346290.00235083,4069660.66185972
346289.98651248,4069660.67490728
346289.97650211,4069660.68100628
346289.97153353,4069660.68608974
346289.96001875,4069660.69129098
346289.95932810,4069660.69426285
346289.96167952,4069660.70087928
346289.96002967,4069660.70016911
346289.96664905,4069660.70411923
346289.97912729,4069660.71110835
346289.59192562,4069661.29239174
346289.59952323,4069661.29280993
346289.59841858,4069661.28931547
346289.60160943,4069661.29295736
346289.59831638,4069661.29190682
346289.59762905,4069661.29506359
346289.58763677,4069661.28562520
346289.58691379,4069661.29507143
346289.58675170,4069661.29433449
346289.59969623,4069661.30242500
346289.60019486,4069661.29705204
346289.59982172,4069661.30112799
346289.59628673,4069661.29490278
346289.59911776,4069661.30336023
346289.60410631,4069661.29938621
346289.60368992,4069661.30105839
346289.59624442,4069661.30082242
346289.59945430,4069661.29725033
346289.60503224,4069661.30121920
346289.60135180,4069661.29518158
346289.60442715,4069661.30067519
346289.60661223,4069661.29804637
346289.61252338,4069661.29572043
346289.61405773,4069661.29828233
346289.61731086,4069661.29711400
346289.61713973,4069661.30414575
346289.62040950,4069661.30390196
346289.62612197,4069661.29880512
346289.63339207,4069661.29756451
346289.64338914,4069661.29072590
346289.64449285,4069661.28589695
346289.65153100,4069661.28003639
346289.66651661,4069661.26922375
346289.67336940,4069661.26133191
346289.68248710,4069661.25524898
346289.69159722,4069661.24047282
346289.70763757,4069661.23038106
346289.72180943,4069661.21569879
346289.73122375,4069661.20128709
346289.74015847,4069661.18503437
346289.75877701,4069661.16934727
346289.76694455,4069661.15181359
346289.78811891,4069661.13756022
346289.80404521,4069661.11285828
346289.81946955,4069661.09334438
